City,Date,PM2_5,PM10,SO2,NOx,NH3,CO,O3,AQI,AQI_Bucket
Delhi,2015-06-19,110.65,216.46,7.8,61.04,55.65,1.38,76.58,284.0,Poor
Delhi,2016-02-04,130.76,269.21,23.7,115.18,31.31,1.47,85.13,300.0,Poor
Delhi,2020-02-19,138.46,286.39,20.13,111.77,44.11,2.0,44.29,300.0,Poor
Delhi,2018-03-02,139.18,253.32,11.52,78.23,48.86,1.64,45.55,300.0,Poor
Delhi,2019-10-17,121.68,245.2,14.95,42.73,35.08,1.44,49.68,300.0,Poor
Delhi,2016-05-19,94.22,219.01,27.98,74.26,43.64,1.86,85.76,300.0,Poor
Delhi,2019-06-01,95.4,298.35,21.54,69.74,40.73,1.56,64.56,300.0,Poor
Delhi,2018-10-19,137.73,313.84,18.35,61.47,41.31,1.66,51.05,300.0,Poor
Delhi,2016-09-08,71.72,260.6,12.02,70.75,20.58,1.41,63.76,300.0,Poor
Delhi,2019-07-11,76.99,352.26,9.64,29.36,32.06,0.97,29.84,300.0,Poor
Delhi,2018-01-30,126.84,212.59,14.47,51.3,38.68,2.0,56.85,300.0,Poor
Delhi,2017-01-09,141.88,266.86,24.76,57.96,36.32,0.77,42.66,300.0,Poor
Delhi,2018-03-09,134.76,274.89,18.68,75.45,46.02,1.64,52.43,316.0,Very Poor
Delhi,2016-05-16,94.89,247.95,21.19,85.72,31.0,1.12,62.4,316.0,Very Poor
Delhi,2015-04-15,98.79,161.43,13.75,45.1,34.8,11.65,31.14,316.0,Very Poor
Delhi,2016-04-01,130.7,232.80922877846785,12.78,20.05,41.997150000000012,1.39,29.69,316.0,Very Poor
Delhi,2016-06-02,81.4,298.5,13.87,73.71,37.86,1.3,94.77,316.0,Very Poor
Delhi,2018-10-17,137.29,323.31,17.13,81.62,42.22,1.93,44.29,332.0,Very Poor
Delhi,2018-01-29,162.48,272.45,12.61,74.45,44.78,1.96,60.56,332.0,Very Poor
Delhi,2017-01-01,191.5,402.31,25.13,55.29,55.92,1.31,50.03,332.0,Very Poor
Delhi,2019-02-11,173.61,304.98,17.52,95.55,39.17,1.78,37.03,332.0,Very Poor
Delhi,2015-01-22,143.68,183.89,8.64,34.88,39.65,10.58,6.94,332.0,Very Poor
Delhi,2017-01-07,154.52,170.19,22.19,20.32,36.9,0.77,47.75,332.0,Very Poor
Delhi,2017-11-22,177.41,258.11,18.13,74.09,40.37,1.51,57.6,348.0,Very Poor
Delhi,2017-11-24,187.97,256.92,19.2,82.97,44.62,1.65,54.02,348.0,Very Poor
Delhi,2016-03-03,165.22,264.31,33.45,182.37,48.37,2.61,113.89,348.0,Very Poor
Delhi,2019-02-06,177.25,270.92,15.59,62.85,53.76,1.64,34.4,380.0,Very Poor
Delhi,2018-11-21,209.96,349.54,14.22,81.87,46.84,1.79,40.22,396.0,Very Poor
Delhi,2018-11-27,205.53,378.23,18.31,176.98,53.89,3.32,34.02,396.0,Very Poor
Delhi,2015-05-15,97.87,240.34,15.02,81.14,44.08,10.81,77.87,396.0,Very Poor
Delhi,2018-10-27,206.05,408.94,19.9,143.02,52.18,3.14,52.9,396.0,Very Poor
Delhi,2016-10-25,115.76,290.42,23.46,107.03,38.89,1.63,83.78,396.0,Very Poor
Delhi,2016-12-25,232.41,346.57,19.37,36.84,61.98,0.7,38.99,412.0,Severe
Delhi,2017-04-19,136.35,356.47,41.33,43.78,50.75,0.67,32.02,412.0,Severe
Delhi,2015-12-30,233.97,391.19,22.31,133.08,72.74,1.94,94.75,412.0,Severe
Delhi,2016-10-19,140.57,339.79,24.66,85.54,39.26,1.48,73.0,428.0,Severe
Delhi,2017-04-07,150.76,543.0,27.69,47.72,51.4,0.35,35.44,428.0,Severe
Delhi,2015-12-05,282.01,433.03,31.36,196.54,68.78,3.4,129.79,428.0,Severe
Delhi,2016-11-16,291.98,391.88,23.97,79.95,53.33,1.34,35.58,428.0,Severe
Delhi,2015-10-20,198.1,336.47,16.73,155.1,36.75,2.17,101.74,428.0,Severe
Delhi,2018-04-21,119.24,480.07,12.08,35.73,31.94,0.89,61.05,444.0,Severe
Delhi,2017-11-14,254.36,365.91,13.67,75.36,55.71,1.74,69.5,444.0,Severe
Delhi,2016-01-12,195.21,381.19,24.06,141.55,64.5,2.06,131.63,444.0,Severe
Delhi,2019-10-31,314.32,500.04,15.86,123.63,55.54,2.92,38.29,460.0,Severe
Delhi,2020-01-01,372.14,483.87,18.49,135.0,56.85,3.15,39.58,492.0,Severe
Delhi,2019-01-03,355.4,519.34,15.12,106.99,61.02,2.55,39.77,537.0,Severe
Delhi,2019-11-14,371.42,545.66,16.26,114.67,50.55,2.92,26.54,537.0,Severe
Delhi,2019-04-06,96.6,303.71,23.23,53.28,37.35,1.32,50.84,269.0,Poor
Delhi,2016-07-22,48.36,157.41,8.63,58.72,37.84,1.14,64.4,269.0,Poor
Delhi,2019-04-28,76.44,285.73,20.02,35.31,25.63,1.06,54.0,269.0,Poor
Delhi,2018-10-09,103.26,263.89,19.67,56.31,37.85,1.59,52.46,269.0,Poor
Delhi,2018-03-16,111.67,256.67,16.61,62.19,42.2,1.09,43.04,269.0,Poor
Delhi,2018-03-31,101.59,292.49,16.59,57.92,42.4,1.17,67.56,269.0,Poor
Delhi,2016-05-29,42.67,169.36,10.6,22.06,30.46,0.87,101.26,269.0,Poor
Delhi,2019-11-25,122.37,213.67,13.59,69.13,35.67,1.45,31.86,269.0,Poor
Delhi,2018-06-12,141.28,497.9,8.73,34.01,40.05,0.87,37.85,285.0,Poor
Delhi,2015-09-17,104.85,250.21,11.68,73.86,48.13,1.4,85.86,285.0,Poor
Delhi,2020-01-07,120.31,176.22,12.74,46.56,43.53,1.18,22.82,285.0,Poor
Delhi,2017-04-10,129.15,237.88,21.85,34.8,37.48,0.29,54.89,285.0,Poor
Delhi,2019-10-14,116.33,239.47,11.46,68.23,34.7,1.73,43.59,285.0,Poor
Delhi,2018-05-13,80.64,236.35,11.48,44.1,59.34,2.1,67.88,285.0,Poor
Delhi,2019-05-01,111.57,323.97,27.67,58.94,36.73,1.61,65.95,285.0,Poor
Delhi,2019-01-28,126.48,212.42,15.76,46.7,34.49,1.06,33.6,301.0,Very Poor
Delhi,2016-04-19,129.06,311.93,35.73,99.16,28.32,1.52,98.35,301.0,Very Poor
Delhi,2017-02-18,107.13,352.54,19.29,57.13,62.34,0.66,30.24,301.0,Very Poor
Delhi,2016-02-08,119.57,186.86,19.21,102.85,45.57,1.26,74.61,301.0,Very Poor
Delhi,2019-02-04,144.62,248.49,14.06,76.95,39.88,1.81,33.42,301.0,Very Poor
Delhi,2015-02-20,144.12,162.2,5.93,40.32,81.04,11.45,31.61,317.0,Very Poor
Delhi,2019-01-10,165.95,278.87,16.81,80.36,44.67,1.75,30.92,317.0,Very Poor
Delhi,2017-05-04,109.91,302.02,34.97,43.5,34.41,0.83,45.95,317.0,Very Poor
Delhi,2018-02-25,106.26,222.46,14.34,59.15,50.57,1.0,43.87,317.0,Very Poor
Delhi,2017-02-01,136.02,251.31,19.51,50.05,46.63,0.9,34.75,317.0,Very Poor
Delhi,2018-11-07,175.43,300.54,19.39,52.43,30.5,1.44,51.22,317.0,Very Poor
Delhi,2017-10-15,147.83,195.47,14.31,15.25,44.61,0.33,37.15,317.0,Very Poor
Delhi,2016-12-21,131.95,291.75,22.63,44.05,40.01,0.81,33.78,317.0,Very Poor
Delhi,2018-11-22,139.02,292.92,16.89,120.74,42.27,2.09,37.22,317.0,Very Poor
Delhi,2019-05-10,95.07,320.44,17.6,34.62,25.68,1.03,52.66,333.0,Very Poor
Delhi,2015-10-28,112.89,254.24,18.61,74.53,22.81,2.07,71.98,333.0,Very Poor
Delhi,2015-12-13,135.42,338.3,18.89,118.56,37.83,2.01,101.58,333.0,Very Poor
Delhi,2015-01-25,148.59,203.81,5.96,28.29,45.62,11.44,16.65,333.0,Very Poor
Delhi,2016-02-13,110.89,228.81,20.94,60.22,33.55,2.14,101.47,333.0,Very Poor
Delhi,2018-02-22,159.67,313.47,15.89,90.58,55.72,1.8,47.69,333.0,Very Poor
Delhi,2016-02-11,150.0,270.49,21.25,101.48,41.33,1.88,93.1,349.0,Very Poor
Delhi,2015-02-02,163.64,219.84,5.31,39.34,84.49,10.59,28.38,349.0,Very Poor
Delhi,2016-12-22,187.3,399.43,24.9,51.92,50.67,1.14,37.52,349.0,Very Poor
Delhi,2020-01-26,201.2,309.09,12.81,95.06,48.8,2.09,32.7,349.0,Very Poor
Delhi,2018-11-26,200.69,362.41,20.11,120.55,47.15,2.43,39.8,349.0,Very Poor
Delhi,2017-05-16,123.21,375.15,41.96,30.75,20.17,0.57,52.5,349.0,Very Poor
Delhi,2017-05-22,110.1,386.67,35.36,49.96,39.38,0.99,40.92,349.0,Very Poor
Delhi,2016-03-02,175.63,244.58,25.53,181.1,41.75,1.94,157.07,365.0,Very Poor
Delhi,2020-01-27,209.97,330.91,14.72,116.25,53.66,2.19,26.6,365.0,Very Poor
Delhi,2015-02-18,188.2,253.53,8.65,104.31,79.83,16.23,36.54,365.0,Very Poor
Delhi,2015-04-23,118.57,273.68,21.81,96.19,29.32,6.58,76.14,365.0,Very Poor
Delhi,2018-01-14,191.47,308.74,22.47,1.87,55.35,1.72,64.8,365.0,Very Poor
Delhi,2018-11-30,190.36,340.56,13.69,86.03,46.35,1.96,35.79,365.0,Very Poor
Delhi,2016-12-30,231.1,368.9,23.47,33.89,54.58,0.96,43.97,381.0,Very Poor
Delhi,2020-01-13,218.98,329.77,11.59,84.22,53.64,2.11,27.98,381.0,Very Poor
Delhi,2016-05-27,180.71,379.29,13.73,65.02,43.19,1.29,169.35,381.0,Very Poor
Delhi,2015-05-10,101.21,283.47,16.92,65.08,31.32,10.6,67.97,381.0,Very Poor
Delhi,2019-01-31,204.25,335.07,20.48,101.46,49.6,1.9,37.52,397.0,Very Poor
Delhi,2017-03-15,112.71,319.97,23.96,30.58,37.36,0.45,32.01,397.0,Very Poor
Delhi,2016-01-14,196.87,339.06,11.82,76.14,59.65,1.35,97.98,397.0,Very Poor
Delhi,2018-10-29,231.83,427.06,16.66,104.22,48.43,2.67,53.2,397.0,Very Poor
Delhi,2016-11-24,216.1,478.72,22.29,84.1,55.54,1.21,35.12,397.0,Very Poor
Delhi,2017-03-01,127.9,359.47,24.07,60.34,73.27,0.92,45.24,397.0,Very Poor
Delhi,2017-01-16,188.08,284.88,20.6,37.11,39.47,0.93,33.86,397.0,Very Poor
Delhi,2016-12-13,209.91,438.88,21.71,60.13,40.75,1.32,32.12,413.0,Severe
Delhi,2018-12-28,249.23,387.84,14.8,68.5,55.46,1.66,37.38,413.0,Severe
Delhi,2019-01-21,175.49,289.4,16.82,85.11,57.52,1.83,32.77,413.0,Severe
Delhi,2016-10-26,209.27,413.49,25.0,121.37,48.82,1.88,85.57,413.0,Severe
Delhi,2016-12-10,189.09,249.35,20.83,29.83,34.4,0.84,41.6,413.0,Severe
Delhi,2018-12-31,319.69,494.51,17.38,133.87,56.0,2.7,41.44,509.0,Severe
Delhi,2016-01-06,305.51,524.01,25.78,150.4,83.7,3.37,135.04,538.0,Severe
Delhi,2016-10-28,318.57,503.0,27.89,134.89,64.34,1.91,107.12,570.0,Severe
Delhi,2016-11-05,588.39,763.58,22.21,90.09,89.1,2.2,39.05,603.0,Severe
Delhi,2016-01-08,339.87,540.86,14.19,170.76,98.29,2.34,150.8,603.0,Severe
Delhi,2016-07-19,42.14,166.27,6.78,48.11,55.76,1.31,44.7,135.0,Moderate
Delhi,2018-09-17,55.86,157.59,11.12,33.99,25.37,0.78,35.01,135.0,Moderate
Delhi,2018-04-12,46.21,109.03,10.07,49.98,33.55,1.3,48.2,135.0,Moderate
Delhi,2018-07-31,50.59,165.4,9.12,30.1,41.94,0.91,27.81,135.0,Moderate
Delhi,2019-05-26,55.13,136.58,17.94,34.89,27.2,1.06,59.94,135.0,Moderate
Delhi,2019-03-16,68.64,140.6,15.72,37.43,27.95,0.92,43.66,143.0,Moderate
Delhi,2019-09-17,59.14,135.84,8.64,34.26,27.51,1.12,41.22,143.0,Moderate
Delhi,2015-01-03,87.18,131.9,2.65,47.95,69.55,10.61,19.71,143.0,Moderate
Delhi,2016-07-10,59.13,86.18,7.94,46.19,37.92,1.72,43.24,143.0,Moderate
Delhi,2020-04-24,65.91,138.46,18.62,24.87,32.62,0.99,47.98,143.0,Moderate
Delhi,2019-04-19,71.62,155.39,21.22,49.15,29.85,1.24,45.45,151.0,Moderate
Delhi,2016-07-09,52.95,87.81,7.73,41.97,40.31,1.96,45.1,151.0,Moderate
Delhi,2017-10-04,76.81,138.81,11.7,14.09,39.43,0.19,35.79,151.0,Moderate
Delhi,2019-05-24,43.86,117.66,11.99,40.59,45.86,1.21,31.11,151.0,Moderate
Delhi,2018-09-27,71.44,171.42,12.78,73.58,30.7,1.5,35.24,151.0,Moderate
Delhi,2016-06-21,72.33,54.85,10.54,32.95,35.69,2.49,43.4,159.0,Moderate
Delhi,2017-03-12,64.42,169.87,20.11,17.93,24.24,0.26,42.82,159.0,Moderate
Delhi,2019-05-22,64.24,201.27,16.92,57.11,32.83,1.5,38.34,167.0,Moderate
Delhi,2018-05-03,47.25,153.75,9.52,40.96,38.01,1.23,50.16,167.0,Moderate
Delhi,2018-02-27,85.53,178.51,10.72,56.44,43.85,1.15,40.51,167.0,Moderate
Delhi,2019-06-14,53.79,188.21,12.89,37.54,23.77,1.07,59.31,167.0,Moderate
Delhi,2016-09-25,56.64,137.48,15.5,81.12,27.69,1.24,73.87,175.0,Moderate
Delhi,2019-06-20,42.76,130.88,9.7,26.95,29.5,0.92,68.57,175.0,Moderate
Delhi,2015-08-25,52.06,222.39,9.12,56.22,36.07,0.93,44.9,175.0,Moderate
Delhi,2018-06-20,67.55,201.22,10.05,37.25,36.03,0.77,60.2,175.0,Moderate
Delhi,2019-05-28,65.82,183.77,20.59,66.06,29.84,1.3,54.43,175.0,Moderate
Delhi,2019-04-13,55.93,175.93,20.82,35.19,33.66,1.06,45.3,175.0,Moderate
Delhi,2020-05-16,81.87,151.8,16.19,19.89,27.62,0.99,63.12,175.0,Moderate
Delhi,2019-11-30,96.96,159.36,9.87,56.55,36.65,1.21,23.38,175.0,Moderate
Delhi,2015-08-03,56.02,154.28,8.75,129.29,30.76,0.78,45.97,175.0,Moderate
Delhi,2015-09-24,63.06,187.9,13.26,72.85,18.24,1.21,48.78,175.0,Moderate
Delhi,2015-07-07,52.2,78.64,7.82,109.52,42.09,1.34,53.72,175.0,Moderate
Delhi,2018-03-24,78.4,186.62,14.56,44.39,35.84,0.91,50.02,183.0,Moderate
Delhi,2018-06-02,52.6,154.66,9.08,35.13,41.24,0.98,60.12,183.0,Moderate
Delhi,2017-10-06,79.81,111.43,13.91,12.19,31.48,0.33,38.67,183.0,Moderate
Delhi,2019-03-15,74.88,144.35,16.21,50.74,32.74,1.0,33.4,183.0,Moderate
Delhi,2017-05-01,85.8,211.83,56.64,41.01,40.22,1.05,42.85,183.0,Moderate
Delhi,2019-02-22,73.9,147.86,13.94,41.61,39.11,1.07,28.45,191.0,Moderate
Delhi,2020-03-19,90.62,195.15,17.66,59.24,36.15,1.14,43.16,191.0,Moderate
Delhi,2019-05-29,74.8,202.75,23.61,68.16,29.53,1.45,57.99,191.0,Moderate
Delhi,2015-03-18,50.59,95.56,3.6,21.74,39.16,7.83,27.5,191.0,Moderate
Delhi,2020-05-22,94.37,213.47,26.05,40.17,28.56,1.31,55.45,199.0,Moderate
Delhi,2015-09-07,55.19,179.42,12.97,61.81,23.76,1.04,52.24,199.0,Moderate
Delhi,2019-04-20,90.55,193.76,26.03,56.28,29.35,1.42,55.67,199.0,Moderate
Delhi,2018-03-10,75.67,171.69,14.8,47.05,39.35,0.95,41.74,207.0,Poor
Delhi,2019-06-28,61.21,239.15,14.43,37.84,27.53,1.02,38.39,207.0,Poor
Delhi,2015-08-22,46.74,149.06,9.56,61.52,28.2,0.9,52.48,207.0,Poor
Delhi,2016-03-21,58.4,129.21,15.98,45.3,33.75,1.14,65.16,207.0,Poor
Delhi,2015-06-27,69.46,195.2,7.28,69.98,42.36,1.01,53.19,207.0,Poor
Delhi,2018-05-22,91.16,243.14,15.56,60.5,40.31,1.17,59.41,207.0,Poor
Delhi,2017-12-07,88.95,170.12,18.17,39.33,36.04,1.49,41.43,215.0,Poor
Delhi,2018-08-04,69.75,264.97,9.61,32.96,33.4,0.76,29.61,215.0,Poor
Delhi,2018-08-02,71.5,268.29,10.22,32.61,36.33,0.86,29.3,215.0,Poor
Delhi,2016-09-15,79.99,198.81,11.6,69.82,28.2,1.26,77.97,215.0,Poor
Delhi,2018-05-31,71.99,235.22,9.71,44.17,50.49,1.0,50.6,223.0,Poor
Delhi,2017-04-27,93.14,271.06,46.69,59.27,37.41,0.72,41.04,223.0,Poor
Delhi,2019-04-26,82.37,244.21,26.12,52.86,32.2,1.34,47.45,223.0,Poor
Delhi,2017-05-10,74.42,242.54,35.61,21.01,34.59,0.6,61.69,223.0,Poor
Delhi,2019-06-29,58.08,271.27,11.99,35.19,23.72,0.93,37.99,223.0,Poor
Delhi,2017-12-18,115.19,189.64,16.97,2.15,45.71,1.28,45.37,223.0,Poor
Delhi,2015-07-20,49.58,83.22,10.17,196.68,41.37,1.24,61.55,223.0,Poor
Delhi,2015-08-12,52.45,87.66,6.69,138.01,39.85,1.3,55.37,223.0,Poor
Delhi,2019-01-26,101.61,169.32,14.48,35.94,33.64,0.98,35.41,231.0,Poor
Delhi,2020-01-09,89.26,132.06,7.28,31.03,36.87,0.89,22.0,231.0,Poor
Delhi,2019-05-05,101.25,249.97,21.93,57.99,22.41,1.51,52.97,231.0,Poor
Delhi,2018-05-20,83.66,228.61,12.65,50.04,45.4,1.08,55.77,231.0,Poor
Delhi,2017-06-06,80.37,348.79,16.51,42.42,43.51,0.56,26.41,239.0,Poor
Delhi,2018-04-03,101.18,252.21,17.36,66.35,45.56,1.28,67.6,239.0,Poor
Delhi,2016-04-14,94.81,220.48,26.21,78.15,22.82,1.32,75.75,239.0,Poor
Delhi,2015-06-12,83.29,180.06,5.52,37.13,40.11,1.19,68.6,239.0,Poor
Delhi,2019-03-19,103.77,227.07,20.72,71.06,33.86,1.29,40.14,239.0,Poor
Delhi,2016-04-13,74.9,247.61,25.16,70.06,22.7,1.11,58.74,239.0,Poor
Delhi,2015-06-20,80.31,160.22,10.22,45.57,48.06,1.29,69.37,239.0,Poor
Delhi,2016-07-14,73.51,56.29,7.39,54.28,61.03,5.0,47.3,247.0,Poor
Delhi,2019-02-17,99.27,180.93,15.14,41.77,31.82,1.09,34.81,247.0,Poor
Delhi,2015-04-13,86.49,116.62,14.99,56.07,38.86,3.67,62.52,247.0,Poor
Delhi,2016-04-17,102.86,283.02,13.34,61.61,21.22,1.04,66.77,247.0,Poor
Delhi,2015-08-28,77.76,206.22,11.92,57.41,32.56,1.64,64.07,247.0,Poor
Delhi,2017-04-05,47.67,207.72,19.75,34.67,66.8,0.32,29.86,255.0,Poor
Delhi,2016-05-21,78.02,233.72,13.08,45.61,55.28,0.96,107.9,255.0,Poor
Delhi,2020-01-10,130.82,203.54,9.44,50.71,37.73,1.3,27.25,255.0,Poor
Delhi,2015-06-11,115.57,259.73,6.02,26.63,35.31,1.24,138.5,270.0,Poor
Delhi,2020-02-27,107.28,203.77,14.7,46.13,43.64,1.23,36.36,270.0,Poor
Delhi,2015-12-19,114.35,232.80922877846785,13.17,56.46,74.04,1.94,33.06,270.0,Poor
Delhi,2018-05-19,103.98,284.44,12.48,81.75,55.99,1.46,57.66,270.0,Poor
Delhi,2017-03-14,102.46,284.27,22.37,21.26,22.58,0.4,34.99,270.0,Poor
Delhi,2018-01-24,130.16,192.19,11.9,56.27,43.08,1.32,42.04,286.0,Poor
Delhi,2015-10-02,97.62,220.56,9.77,73.05,26.24,1.58,64.01,286.0,Poor
Delhi,2020-01-16,139.06,197.9,10.44,51.19,43.54,1.11,18.63,286.0,Poor
Delhi,2016-04-15,137.48,285.18,37.57,133.09,34.25,1.98,85.91,302.0,Very Poor
Delhi,2020-01-28,104.45,149.12,11.12,37.97,42.76,1.26,23.29,302.0,Very Poor
Delhi,2018-11-16,138.49,230.56,14.2,41.05,41.19,1.24,40.74,302.0,Very Poor
Delhi,2017-06-05,71.89,320.91,18.63,47.44,41.28,0.56,20.67,302.0,Very Poor
Delhi,2018-04-22,62.06,208.53,16.92,35.38,29.3,0.85,60.81,302.0,Very Poor
Delhi,2016-05-17,92.95,249.27,27.34,98.0,29.12,1.19,89.66,302.0,Very Poor
Delhi,2017-01-30,166.71,276.2,20.29,57.64,40.53,0.83,36.47,302.0,Very Poor
Delhi,2019-12-03,140.07,241.56,11.37,82.31,38.81,1.49,32.57,302.0,Very Poor
Delhi,2018-03-21,133.53,280.94,24.36,66.03,49.85,1.36,52.82,302.0,Very Poor
Delhi,2015-01-27,154.2,217.2,6.42,34.63,40.96,10.36,17.11,318.0,Very Poor
Delhi,2016-05-18,117.64,266.72,31.96,118.39,26.39,1.76,105.42,318.0,Very Poor
Delhi,2015-01-06,149.58,252.1,3.66,42.46,134.97,9.44,26.83,318.0,Very Poor
Delhi,2017-01-05,215.42,352.83,25.15,64.41,61.04,1.24,41.95,318.0,Very Poor
Delhi,2018-01-11,154.64,243.95,17.4,3.47,47.42,1.47,56.22,318.0,Very Poor
Delhi,2018-02-02,140.35,282.16,12.25,71.59,52.36,1.49,52.12,318.0,Very Poor
Delhi,2018-02-08,186.19,338.61,13.8,86.77,47.89,1.75,45.91,334.0,Very Poor
Delhi,2018-01-28,150.96,248.26,10.26,73.57,45.66,1.85,54.01,334.0,Very Poor
Delhi,2016-02-12,146.03,296.27,26.86,102.77,35.09,1.56,117.2,334.0,Very Poor
Delhi,2015-01-31,158.59,207.06,5.03,57.77,67.66,8.7,17.51,334.0,Very Poor
Delhi,2019-11-23,130.41,224.14,11.64,60.68,34.6,1.3,25.58,334.0,Very Poor
Delhi,2015-10-27,113.2,260.46,21.2,75.03,26.14,1.74,63.88,334.0,Very Poor
Delhi,2016-04-04,132.86,377.61,20.54,70.95,59.55,1.51,63.44,334.0,Very Poor
Delhi,2015-04-26,65.36,160.3,12.67,38.68,32.83,8.44,77.43,334.0,Very Poor
Delhi,2015-02-11,116.91,316.14,7.54,64.04,95.13,12.64,27.17,334.0,Very Poor
Delhi,2017-01-20,217.55,207.03,22.23,36.69,31.55,0.6,39.1,334.0,Very Poor
Delhi,2017-05-20,233.82,352.76,36.26,41.26,25.31,0.9,46.67,334.0,Very Poor
Delhi,2015-02-03,157.71,194.09,5.64,34.1,66.38,8.21,28.56,334.0,Very Poor
Delhi,2018-02-11,148.13,300.96,14.45,82.24,51.43,1.56,43.54,350.0,Very Poor
Delhi,2019-02-14,153.73,237.08,14.53,54.06,45.64,1.42,32.61,350.0,Very Poor
Delhi,2017-03-29,113.62,311.56,17.26,59.57,58.95,0.45,15.36,350.0,Very Poor
Delhi,2018-01-17,235.06,353.55,14.48,34.61,52.37,1.61,64.1,350.0,Very Poor
Delhi,2016-02-19,207.1,307.38,32.25,119.87,67.61,1.76,108.89,366.0,Very Poor
Delhi,2017-10-24,188.24,331.64,23.19,87.22,53.82,1.51,86.13,366.0,Very Poor
Delhi,2015-01-13,197.61,301.04,5.95,62.95,145.48,11.52,39.54,366.0,Very Poor
Delhi,2020-01-04,220.6,327.22,12.85,110.2,53.46,2.2,29.94,366.0,Very Poor
Delhi,2015-05-30,92.68,239.12,17.68,103.71,40.66,7.59,69.95,366.0,Very Poor
Delhi,2018-12-08,202.83,358.72,15.47,107.05,49.42,2.2,37.6,366.0,Very Poor
Delhi,2017-10-31,211.64,323.45,19.36,75.68,64.28,1.84,65.34,366.0,Very Poor
Delhi,2018-01-10,186.26,294.24,18.98,3.98,48.38,1.4,58.51,366.0,Very Poor
Delhi,2017-01-15,222.66,281.83,17.67,33.71,24.33,0.45,24.93,382.0,Very Poor
Delhi,2017-02-15,183.98,386.01,21.26,64.01,54.38,0.78,31.92,382.0,Very Poor
Delhi,2017-11-27,198.34,328.09,18.95,87.3,52.5,1.64,41.09,382.0,Very Poor
Delhi,2019-12-07,233.79,348.44,15.4,107.56,55.32,2.32,33.69,382.0,Very Poor
Delhi,2018-01-05,240.42,360.99,13.2,4.57,51.36,1.38,48.57,398.0,Very Poor
Delhi,2015-05-06,171.33,346.98,25.26,122.67,39.27,7.1,92.66,398.0,Very Poor
Delhi,2017-12-25,259.0,368.35,23.76,7.06,68.61,1.68,56.1,398.0,Very Poor
Delhi,2017-12-28,249.17,362.39,25.51,11.62,79.07,1.86,66.0,398.0,Very Poor
Delhi,2016-01-21,196.83,318.08,11.99,74.47,37.76,1.68,91.52,398.0,Very Poor
Delhi,2019-02-05,256.33,408.32,22.38,153.6,53.81,2.95,46.33,398.0,Very Poor
Delhi,2015-05-29,106.61,275.6,12.9,87.55,41.74,8.48,76.1,414.0,Severe
Delhi,2016-10-16,132.01,316.53,24.72,109.33,34.88,1.32,99.74,430.0,Severe
Delhi,2018-11-10,288.86,447.4,18.01,127.11,55.35,3.01,42.55,430.0,Severe
Delhi,2019-12-11,299.85,452.65,14.71,138.71,68.66,3.2,41.46,430.0,Severe
Delhi,2016-01-26,308.75,462.91,17.97,104.98,58.38,1.7,139.27,446.0,Severe
Delhi,2017-01-22,286.6,360.04,18.75,38.59,24.1,0.09,19.1,446.0,Severe
Delhi,2018-01-01,303.41,415.09,18.58,11.79,73.16,1.8,68.75,462.0,Severe
Delhi,2015-11-22,247.27,450.96,20.77,146.25,63.4,2.73,116.29,478.0,Severe
Delhi,2016-11-19,285.71,412.35,30.47,63.07,55.83,1.16,48.81,494.0,Severe
Delhi,2018-04-20,100.01,385.04,15.55,49.75,36.14,0.91,48.98,271.0,Poor
Delhi,2015-03-23,78.47,131.42,4.07,28.5,32.13,8.6,27.1,271.0,Poor
Delhi,2018-04-06,100.5,231.2,19.96,62.14,43.35,1.42,54.04,271.0,Poor
Delhi,2018-01-31,123.48,205.56,11.35,48.06,39.32,2.52,53.7,271.0,Poor
Delhi,2016-04-25,104.5,213.36,39.91,91.82,23.14,1.47,87.38,271.0,Poor
Delhi,2015-08-21,50.97,214.05,12.09,84.88,21.67,1.12,57.47,271.0,Poor
Delhi,2020-01-17,107.65,152.98,9.69,49.2,40.15,1.14,18.97,287.0,Poor
Delhi,2017-04-24,99.09,266.24,31.95,37.61,34.43,1.09,42.6,287.0,Poor
Delhi,2018-04-25,117.56,313.41,15.1,77.25,31.94,2.02,48.81,287.0,Poor
Delhi,2018-03-14,116.62,328.98,17.39,87.49,40.47,1.63,48.03,287.0,Poor
Delhi,2017-02-08,129.1,325.78,17.2,54.66,31.42,0.83,34.28,287.0,Poor
Delhi,2018-02-07,131.49,246.92,14.58,55.33,43.31,1.18,49.34,287.0,Poor
Delhi,2015-03-27,62.27,117.81,10.91,27.71,27.34,9.29,31.08,287.0,Poor
Delhi,2018-05-29,112.6,312.18,11.93,66.84,51.9,1.4,59.1,303.0,Very Poor
Delhi,2020-02-26,141.81,258.62,17.61,78.58,42.7,1.54,38.64,303.0,Very Poor
Delhi,2018-05-24,114.13,298.07,17.78,67.13,51.03,1.34,53.43,303.0,Very Poor
Delhi,2015-02-06,151.6,330.99,9.13,84.76,63.45,5.51,33.92,303.0,Very Poor
Delhi,2017-02-14,168.96,358.24,21.87,57.92,50.31,0.87,35.28,319.0,Very Poor
Delhi,2015-05-19,89.85,240.31,14.58,70.51,40.32,8.04,79.55,319.0,Very Poor
Delhi,2016-12-27,213.2,395.37,24.51,56.14,47.88,0.94,36.9,319.0,Very Poor
Delhi,2015-11-29,190.46,342.59,20.73,99.82,59.13,1.88,67.97,319.0,Very Poor
