City,Date,PM2_5,PM10,SO2,NOx,NH3,CO,O3,AQI,AQI_Bucket
Delhi,2018-03-15,108.98,314.72,16.08,66.89,43.23,1.23,37.77,314.0,Very Poor
Delhi,2018-10-18,143.2,337.98,18.46,112.6,48.05,2.47,44.65,330.0,Very Poor
Delhi,2016-06-04,137.81,274.63,15.4,92.33,47.59,1.48,115.31,330.0,Very Poor
Delhi,2016-06-15,102.42,330.36,11.23,55.24,42.47,1.59,65.24,330.0,Very Poor
Delhi,2018-05-12,144.33,353.5,17.75,88.45,65.63,3.2,67.9,330.0,Very Poor
Delhi,2017-12-06,120.91,210.21,20.88,68.08,45.92,1.65,43.68,330.0,Very Poor
Delhi,2016-11-26,113.3,325.47,23.22,43.19,25.22,0.46,39.94,330.0,Very Poor
Delhi,2018-11-18,166.43,313.67,16.29,92.64,44.39,2.0,39.51,330.0,Very Poor
Delhi,2017-11-17,150.79,220.08,16.32,70.95,45.56,1.51,47.92,330.0,Very Poor
Delhi,2017-01-17,177.67,206.63,18.44,35.24,33.13,0.63,36.21,330.0,Very Poor
Delhi,2017-02-09,133.12,303.04,20.84,53.3,39.7,0.75,36.78,346.0,Very Poor
Delhi,2015-05-31,73.62,236.8,13.08,52.3,36.27,7.12,87.47,346.0,Very Poor
Delhi,2019-11-08,154.14,253.44,14.04,73.74,38.97,1.68,32.33,346.0,Very Poor
Delhi,2015-05-12,96.34,293.26,10.84,48.09,52.21,6.27,83.43,346.0,Very Poor
Delhi,2017-02-28,149.73,382.34,28.15,72.79,76.09,1.42,38.79,362.0,Very Poor
Delhi,2017-10-29,187.82,300.92,25.08,57.94,50.6,1.16,83.99,362.0,Very Poor
Delhi,2015-11-28,172.89,294.29,17.09,73.76,60.1,1.43,70.51,362.0,Very Poor
Delhi,2018-01-22,202.11,352.68,21.64,72.5,63.15,1.87,68.33,362.0,Very Poor
Delhi,2015-01-19,183.35,305.13,4.21,55.67,148.49,9.02,25.34,362.0,Very Poor
Delhi,2015-05-09,106.4,285.38,18.15,96.25,34.25,9.35,76.38,378.0,Very Poor
Delhi,2020-01-22,198.88,296.98,10.95,82.89,45.17,1.9,24.63,378.0,Very Poor
Delhi,2018-02-10,209.7,373.06,13.77,86.85,47.52,2.55,53.31,378.0,Very Poor
Delhi,2017-11-15,192.04,279.26,19.24,79.14,48.83,1.64,60.28,378.0,Very Poor
Delhi,2015-11-09,201.44,364.2,40.75,134.41,55.64,2.01,108.12,378.0,Very Poor
Delhi,2015-04-18,119.82,268.65,17.21,66.92,28.99,8.21,65.72,378.0,Very Poor
Delhi,2017-12-20,283.24,410.74,25.0,5.96,78.25,1.91,67.35,378.0,Very Poor
Delhi,2018-12-04,211.57,393.74,16.28,169.75,51.21,3.17,38.12,394.0,Very Poor
Delhi,2015-12-06,218.22,439.01,34.05,178.2,75.74,3.24,122.22,394.0,Very Poor
Delhi,2018-01-04,248.54,377.61,14.42,4.24,55.17,1.36,66.31,394.0,Very Poor
Delhi,2018-10-26,203.12,396.01,20.76,133.52,48.25,2.72,53.02,394.0,Very Poor
Delhi,2017-04-20,152.99,324.19,37.38,64.74,64.48,0.9,49.2,394.0,Very Poor
Delhi,2016-01-03,270.1,484.82,19.94,101.63,66.4,2.39,97.03,426.0,Severe
Delhi,2020-01-03,228.9,337.04,14.93,131.13,53.02,2.8,27.82,426.0,Severe
Delhi,2017-01-13,232.37,426.02,24.71,71.97,45.76,1.03,33.09,426.0,Severe
Delhi,2017-05-08,183.82,392.34,52.99,68.74,50.62,1.34,39.49,442.0,Severe
Delhi,2015-06-09,136.05,393.7,8.84,83.43,46.56,1.38,58.0,442.0,Severe
Delhi,2018-12-27,290.1,453.45,18.03,143.91,56.6,2.87,40.96,458.0,Severe
Delhi,2017-05-12,216.96,500.59,65.5,46.27,35.38,0.89,66.7,474.0,Severe
Delhi,2016-12-02,263.25,422.11,20.38,79.26,77.5,1.05,34.89,474.0,Severe
Delhi,2016-11-21,340.61,439.26,26.25,62.48,81.94,1.6,50.47,474.0,Severe
Delhi,2019-12-30,333.43,486.35,11.15,79.04,50.75,2.24,26.44,506.0,Severe
Delhi,2019-11-13,383.36,541.19,15.12,94.33,43.4,2.5,39.52,532.0,Severe
Delhi,2019-11-04,272.3,386.16,11.68,51.48,39.67,1.47,36.82,532.0,Severe
Delhi,2017-11-07,517.93,654.68,15.29,103.77,91.87,2.37,56.06,532.0,Severe
Delhi,2017-11-10,370.73,496.48,17.84,109.98,84.1,2.45,104.94,597.0,Severe
Delhi,2018-01-25,111.75,167.31,6.84,48.6,40.74,1.37,43.99,267.0,Poor
Delhi,2016-03-20,95.52,167.64,20.52,99.81,52.94,1.56,97.74,267.0,Poor
Delhi,2019-05-06,118.9,295.84,23.72,84.3,31.51,1.93,55.91,267.0,Poor
Delhi,2017-03-08,134.4,224.36,24.14,33.11,36.04,0.43,35.35,267.0,Poor
Delhi,2016-06-01,76.56,251.87,13.11,57.7,37.91,1.04,86.34,283.0,Poor
Delhi,2015-03-31,55.66,78.64,9.34,26.74,30.62,9.56,34.15,283.0,Poor
Delhi,2015-08-11,77.04,137.74,6.23,215.75,41.69,2.11,62.67,283.0,Poor
Delhi,2017-01-08,136.98,218.67,32.22,28.25,29.21,0.63,45.09,283.0,Poor
Delhi,2015-06-07,85.03,186.2,9.53,91.29,46.57,3.51,88.63,299.0,Poor
Delhi,2019-12-02,141.12,229.08,11.18,77.73,38.4,1.49,32.54,299.0,Poor
Delhi,2019-11-20,175.19,295.47,14.74,106.76,40.19,2.21,38.99,315.0,Very Poor
Delhi,2019-06-11,118.38,487.77,13.52,65.68,32.16,1.41,39.96,315.0,Very Poor
Delhi,2015-09-03,99.5,278.36,9.82,67.05,17.86,1.17,72.94,315.0,Very Poor
Delhi,2015-02-27,130.42,163.67,12.12,31.46,22.36,12.78,34.08,315.0,Very Poor
Delhi,2016-02-25,131.69,232.45,21.19,121.16,36.07,1.6,97.56,315.0,Very Poor
Delhi,2015-03-12,115.93,203.75,7.03,37.84,30.72,11.3,35.05,315.0,Very Poor
Delhi,2019-04-07,152.91,355.22,21.35,52.96,52.01,1.49,53.16,315.0,Very Poor
Delhi,2019-10-26,148.73,290.6,12.76,83.98,40.14,1.92,50.59,315.0,Very Poor
Delhi,2020-02-08,149.67,238.17,14.39,54.41,40.72,1.16,35.72,315.0,Very Poor
Delhi,2015-06-16,132.21,282.05,6.16,109.14,59.1,1.73,82.42,331.0,Very Poor
Delhi,2015-12-29,159.67,325.05,21.23,82.43,60.62,2.32,82.69,331.0,Very Poor
Delhi,2019-10-25,129.9,270.87,15.17,64.73,37.02,1.72,52.25,331.0,Very Poor
Delhi,2019-01-07,181.74,283.88,15.49,72.14,56.06,1.57,27.11,331.0,Very Poor
Delhi,2018-02-23,163.75,333.99,16.26,92.54,59.64,1.81,48.62,331.0,Very Poor
Delhi,2015-11-26,182.5,317.46,21.35,144.14,40.68,1.84,93.71,347.0,Very Poor
Delhi,2017-11-25,185.31,268.09,17.95,88.0,47.81,1.74,48.1,347.0,Very Poor
Delhi,2020-02-11,176.57,306.12,14.37,107.57,39.73,1.89,37.22,347.0,Very Poor
Delhi,2016-11-27,128.7,336.16,22.68,40.84,26.73,0.65,38.99,347.0,Very Poor
Delhi,2018-02-21,172.99,346.46,13.97,94.31,49.47,2.42,57.47,347.0,Very Poor
Delhi,2018-02-24,164.2,349.29,15.09,80.95,62.61,1.52,55.26,347.0,Very Poor
Delhi,2015-11-17,136.22,280.47,17.53,77.4,41.89,2.1,71.44,347.0,Very Poor
Delhi,2018-11-28,193.1,356.12,15.96,146.11,53.87,2.85,34.61,363.0,Very Poor
Delhi,2017-02-27,178.5,255.65,21.66,57.4,43.29,0.8,35.64,363.0,Very Poor
Delhi,2016-12-14,154.55,336.29,18.5,45.44,39.57,0.92,33.54,379.0,Very Poor
Delhi,2015-12-12,184.12,385.05,16.09,94.66,49.91,1.91,122.43,379.0,Very Poor
Delhi,2015-01-11,205.41,393.2,5.54,57.88,131.1,10.98,50.37,379.0,Very Poor
Delhi,2017-10-28,198.37,329.05,27.88,60.5,51.2,0.9,110.71,379.0,Very Poor
Delhi,2016-12-04,223.3,426.63,22.96,54.22,68.69,1.93,33.98,379.0,Very Poor
Delhi,2016-11-15,236.09,399.5,21.98,80.86,59.24,1.49,37.37,379.0,Very Poor
Delhi,2017-12-27,224.27,317.87,23.17,9.76,71.71,1.69,58.98,379.0,Very Poor
Delhi,2017-01-23,189.45,277.25,20.61,46.06,33.51,0.53,20.57,379.0,Very Poor
Delhi,2016-12-18,232.33,433.94,21.99,62.67,61.3,1.17,34.3,411.0,Severe
Delhi,2018-11-06,177.88,312.87,15.37,44.84,31.18,1.29,45.01,411.0,Severe
Delhi,2019-01-19,262.68,402.21,18.07,133.24,50.3,2.35,34.75,411.0,Severe
Delhi,2015-10-06,151.57,355.56,11.35,105.02,41.76,2.19,42.22,411.0,Severe
Delhi,2018-01-18,276.25,428.08,21.02,85.75,59.73,2.04,72.89,411.0,Severe
Delhi,2016-12-09,295.62,502.98,23.47,62.21,40.93,1.66,38.31,443.0,Severe
Delhi,2018-12-12,209.63,327.23,14.64,80.05,51.27,1.95,36.34,443.0,Severe
Delhi,2016-12-19,236.24,445.54,21.32,65.09,61.04,0.92,31.86,443.0,Severe
Delhi,2015-12-23,321.52,589.93,22.66,165.11,108.68,2.94,111.69,459.0,Severe
Delhi,2018-12-25,268.2,399.37,14.14,74.6,57.34,1.9,36.37,475.0,Severe
Delhi,2019-11-12,384.34,529.59,14.41,83.09,40.72,2.25,48.8,475.0,Severe
Delhi,2019-01-01,287.34,461.02,17.77,121.07,56.66,2.54,39.58,475.0,Severe
Delhi,2016-11-12,277.67,437.21,34.7,54.53,81.99,1.49,43.22,491.0,Severe
Delhi,2016-01-07,391.54,587.23,26.47,213.61,105.21,3.39,186.07,535.0,Severe
Delhi,2019-08-17,10.24,19.51,7.67,24.77,25.82,0.81,16.51,67.0,Satisfactory
Delhi,2018-07-28,37.69,67.2,9.55,24.43,29.08,0.73,24.11,71.0,Satisfactory
Delhi,2020-06-24,30.91,62.61,11.02,15.72,31.45,0.89,24.77,71.0,Satisfactory
Delhi,2019-09-30,29.42,81.97,8.22,26.39,22.01,0.92,26.67,75.0,Satisfactory
Delhi,2019-08-10,16.73,47.75,8.47,21.47,24.4,0.87,25.43,75.0,Satisfactory
Delhi,2019-09-15,35.52,72.61,8.55,24.91,24.48,0.91,28.58,83.0,Satisfactory
Delhi,2017-09-23,17.76,43.57,15.901253291205897,12.97,17.47,0.35,22.19,83.0,Satisfactory
Delhi,2019-08-11,25.53,67.15,8.65,25.93,25.93,0.96,26.21,83.0,Satisfactory
Delhi,2019-07-28,21.13,46.35,8.43,21.22,28.65,0.89,30.62,83.0,Satisfactory
Delhi,2019-09-26,22.9,69.49,10.43,26.71,24.04,0.83,24.16,87.0,Satisfactory
Delhi,2018-07-22,25.81,47.63,9.85,27.12,37.26,0.83,24.91,87.0,Satisfactory
Delhi,2018-08-22,29.75,74.91,11.43,28.73,28.58,0.9,25.33,91.0,Satisfactory
Delhi,2018-09-11,28.33,78.11,9.77,32.0,23.37,0.78,23.21,91.0,Satisfactory
Delhi,2020-04-08,29.7,79.04,12.85,16.51,23.41,0.56,45.8,91.0,Satisfactory
Delhi,2017-09-01,25.58,41.64,15.901253291205897,12.21,17.6,0.54,24.03,91.0,Satisfactory
Delhi,2019-08-02,35.06,83.66,8.45,29.14,32.66,1.03,29.29,95.0,Satisfactory
Delhi,2019-09-07,34.98,83.26,8.17,30.5,30.75,1.0,24.58,95.0,Satisfactory
Delhi,2018-07-16,37.32,83.03,9.51,32.44,36.19,0.96,23.59,95.0,Satisfactory
Delhi,2015-09-23,34.89,101.42,12.34,43.75,18.66,0.98,37.26,95.0,Satisfactory
Delhi,2020-04-19,35.49,73.86,13.17,20.82,29.94,0.71,40.53,95.0,Satisfactory
Delhi,2019-08-19,38.55,86.13,8.6,38.82,25.62,1.31,28.06,99.0,Satisfactory
Delhi,2019-08-06,30.04,57.31,8.26,37.25,42.32,1.14,22.91,99.0,Satisfactory
Delhi,2018-06-28,30.07,71.42,8.48,23.9,44.84,0.76,33.17,99.0,Satisfactory
Delhi,2019-07-06,34.25,87.5,10.18,26.12,36.77,1.0,33.71,99.0,Satisfactory
Delhi,2018-09-26,42.83,108.67,11.59,42.65,24.2,1.03,28.54,99.0,Satisfactory
Delhi,2019-09-08,32.83,77.01,8.72,24.75,32.14,0.9,32.4,99.0,Satisfactory
Delhi,2019-08-08,27.69,80.22,10.61,30.82,30.9,1.01,30.92,99.0,Satisfactory
Delhi,2017-09-18,60.83,102.29,15.901253291205897,11.54,33.88,0.21,30.08,99.0,Satisfactory
Delhi,2019-09-24,35.88,96.22,9.19,34.14,25.61,0.98,28.92,103.0,Moderate
Delhi,2016-09-28,105.43,260.01,11.94,58.72,40.17,0.49,113.81,103.0,Moderate
Delhi,2019-09-13,33.59,83.22,8.16,25.5,28.56,0.88,27.33,103.0,Moderate
Delhi,2020-04-05,51.79,96.88,16.03,22.78,25.14,0.81,44.55,103.0,Moderate
Delhi,2019-08-20,41.74,95.71,8.12,31.87,33.03,1.23,28.41,103.0,Moderate
Delhi,2019-08-29,33.92,90.29,8.24,27.72,32.6,0.93,30.97,103.0,Moderate
Delhi,2019-08-25,33.49,67.82,8.23,27.89,34.91,0.93,24.22,107.0,Moderate
Delhi,2020-06-18,36.84,100.62,12.19,15.69,28.68,0.82,47.98,107.0,Moderate
Delhi,2019-09-09,56.31,126.43,8.45,29.46,30.37,1.0,30.84,107.0,Moderate
Delhi,2019-08-21,46.69,129.46,7.81,32.26,34.19,1.14,31.18,107.0,Moderate
Delhi,2016-08-23,38.99,85.48,8.06,40.84,26.3,1.25,50.23,107.0,Moderate
Delhi,2018-08-10,46.24,115.63,9.66,42.63,40.95,1.11,31.83,111.0,Moderate
Delhi,2016-08-12,42.15,84.46,8.73,66.83,23.83,1.39,70.12,111.0,Moderate
Delhi,2019-07-04,36.82,87.8,9.75,27.0,28.65,1.11,28.2,111.0,Moderate
Delhi,2016-08-21,28.01,65.58,9.02,29.64,23.44,3.11,42.88,111.0,Moderate
Delhi,2018-07-11,39.78,102.39,11.26,26.63,39.31,0.84,34.6,111.0,Moderate
Delhi,2016-03-14,51.82,79.14,18.53,46.02,23.58,1.22,55.08,111.0,Moderate
Delhi,2020-04-10,57.67,112.93,16.32,23.3,27.71,0.81,40.36,111.0,Moderate
Delhi,2019-09-16,56.6,129.47,8.35,37.24,26.11,1.13,35.4,111.0,Moderate
Delhi,2018-07-02,34.24,122.23,8.82,22.61,36.17,0.65,33.79,111.0,Moderate
Delhi,2017-10-03,69.45,127.48,5.81,11.47,31.36,0.2,34.34,115.0,Moderate
Delhi,2017-09-13,54.77,143.16,15.901253291205897,5.71,41.997150000000012,0.13,24.38,115.0,Moderate
Delhi,2020-04-20,52.86,113.25,15.06,25.55,31.57,1.02,32.67,115.0,Moderate
Delhi,2020-04-26,40.24,117.1,16.21,17.77,31.61,0.77,47.16,119.0,Moderate
Delhi,2019-06-18,30.39,84.53,8.0,31.79,25.6,1.03,48.99,119.0,Moderate
Delhi,2017-09-11,63.97,120.06,15.901253291205897,12.0,48.0,0.45,27.92,119.0,Moderate
Delhi,2019-08-28,42.04,103.01,9.64,37.1,34.95,1.07,34.34,119.0,Moderate
Delhi,2020-04-13,60.6,136.77,19.86,19.83,27.95,0.83,41.07,119.0,Moderate
Delhi,2016-08-11,30.66,32.79,8.37,46.0,24.79,2.22,54.64,119.0,Moderate
Delhi,2020-06-03,50.62,114.01,15.91,21.64,36.05,0.9,52.16,123.0,Moderate
Delhi,2020-06-02,45.9,98.32,12.71,19.94,35.78,0.92,50.06,123.0,Moderate
Delhi,2018-08-07,44.54,110.19,10.65,31.04,40.11,0.98,32.06,123.0,Moderate
Delhi,2016-07-15,52.88,88.23,6.58,46.93,38.79,4.65,36.35,123.0,Moderate
Delhi,2019-09-01,35.13,81.44,8.41,29.57,41.15,1.11,31.24,123.0,Moderate
Delhi,2017-05-31,56.38,137.62,21.94,30.75,53.68,0.83,50.95,123.0,Moderate
Delhi,2020-04-29,55.18,114.91,19.08,22.66,28.86,0.91,58.57,123.0,Moderate
Delhi,2020-04-17,26.93,89.58,14.08,16.95,26.06,0.64,53.53,123.0,Moderate
Delhi,2016-03-16,67.63,152.46,17.04,53.44,29.89,1.14,48.58,123.0,Moderate
Delhi,2019-07-21,50.57,105.55,8.83,40.01,37.02,1.39,32.04,123.0,Moderate
Delhi,2019-08-31,57.16,123.23,9.14,40.39,38.62,1.41,33.71,123.0,Moderate
Delhi,2015-08-24,37.39,108.4,10.67,68.41,38.16,0.97,38.73,123.0,Moderate
Delhi,2019-10-08,44.85,116.56,8.91,34.71,23.12,0.85,38.81,123.0,Moderate
Delhi,2016-08-24,43.35,73.22,10.86,37.18,22.95,1.17,48.2,127.0,Moderate
Delhi,2016-03-12,60.17,232.80922877846785,8.04,19.14,41.997150000000012,2.0,31.91,127.0,Moderate
Delhi,2019-10-06,58.75,140.15,8.62,37.52,26.89,0.99,40.18,127.0,Moderate
Delhi,2015-08-23,44.67,138.12,9.53,52.07,33.25,0.78,33.94,127.0,Moderate
Delhi,2020-05-10,44.3,110.39,12.02,14.47,28.71,0.74,63.71,127.0,Moderate
Delhi,2020-05-02,34.67,107.36,13.0,19.49,33.93,0.76,60.45,127.0,Moderate
Delhi,2020-03-23,54.26,100.55,15.17,25.31,30.31,0.78,46.48,127.0,Moderate
Delhi,2018-08-31,47.53,152.29,9.67,26.93,28.79,0.82,23.57,127.0,Moderate
Delhi,2016-08-10,39.28,54.92,9.75,43.16,29.55,1.6,53.53,127.0,Moderate
Delhi,2020-04-14,58.22,144.7,17.38,22.96,28.76,0.93,40.74,134.0,Moderate
Delhi,2020-04-06,59.91,114.88,15.59,22.68,26.41,0.81,44.16,134.0,Moderate
Delhi,2016-07-28,46.44,68.69,9.95,68.89,40.28,1.34,72.25,134.0,Moderate
Delhi,2016-09-23,55.64,125.31,13.77,64.51,29.48,1.18,78.31,134.0,Moderate
Delhi,2015-07-29,29.04,56.7,9.68,126.64,28.56,0.66,35.89,142.0,Moderate
Delhi,2020-06-11,54.69,134.36,12.74,30.0,36.54,0.91,40.63,142.0,Moderate
Delhi,2016-08-26,54.13,125.44,9.57,79.24,39.87,1.0,41.9,142.0,Moderate
Delhi,2019-07-19,63.02,158.3,9.95,49.35,30.83,1.41,49.9,142.0,Moderate
Delhi,2017-09-14,80.47,186.11,15.901253291205897,10.24,43.06,0.12,26.98,142.0,Moderate
Delhi,2020-05-09,54.18,126.9,13.33,19.17,30.14,0.85,76.32,142.0,Moderate
Delhi,2016-08-07,42.84,75.19,10.02,42.34,28.89,2.48,67.17,142.0,Moderate
Delhi,2018-04-08,50.27,137.52,10.5,41.32,44.48,1.09,56.29,142.0,Moderate
Delhi,2019-04-14,51.51,168.11,20.65,34.28,29.84,1.02,41.86,150.0,Moderate
Delhi,2019-07-10,69.21,278.71,10.41,29.11,33.73,1.04,28.65,150.0,Moderate
Delhi,2015-07-26,29.81,86.01,15.09,106.81,33.05,0.81,40.73,150.0,Moderate
Delhi,2016-09-14,47.36,109.64,11.21,62.62,23.03,1.25,64.32,150.0,Moderate
Delhi,2016-09-22,32.73,67.29,13.44,46.71,27.78,0.8,72.31,150.0,Moderate
Delhi,2016-08-01,43.47,53.42,10.33,48.93,35.28,1.29,68.03,150.0,Moderate
Delhi,2016-07-07,54.5,80.82,8.73,29.77,37.18,2.18,42.67,158.0,Moderate
Delhi,2020-06-20,35.96,108.73,10.98,17.92,26.38,0.8,36.24,158.0,Moderate
Delhi,2016-06-26,48.0,86.63,8.71,42.04,39.05,0.85,58.37,158.0,Moderate
Delhi,2019-09-12,57.83,132.61,8.91,28.38,30.72,0.99,32.08,158.0,Moderate
Delhi,2019-02-21,73.33,178.07,20.1,67.04,38.24,1.37,34.41,158.0,Moderate
Delhi,2019-11-27,65.7,128.1,10.71,41.04,34.32,0.89,30.2,166.0,Moderate
Delhi,2016-08-15,39.51,185.99,8.87,65.3,27.89,2.15,91.79,166.0,Moderate
Delhi,2018-06-07,73.77,165.33,10.1,37.99,40.17,0.96,60.18,166.0,Moderate
Delhi,2018-08-06,50.64,131.76,9.4,32.23,45.36,0.9,27.42,166.0,Moderate
Delhi,2019-09-11,79.6,174.33,9.54,37.15,31.57,1.15,48.95,166.0,Moderate
Delhi,2015-06-14,74.56,121.44,5.33,71.74,56.02,1.35,60.88,166.0,Moderate
Delhi,2020-02-15,83.07,174.78,17.59,41.54,32.48,0.91,42.21,174.0,Moderate
Delhi,2020-05-28,39.07,229.55,11.68,13.26,29.02,0.8,55.92,174.0,Moderate
Delhi,2020-05-24,55.37,179.3,17.11,21.76,26.54,0.87,53.31,174.0,Moderate
Delhi,2019-01-22,53.25,72.61,11.87,34.22,39.73,1.01,27.01,174.0,Moderate
Delhi,2018-05-14,49.22,137.39,11.3,41.85,46.61,2.05,56.2,174.0,Moderate
Delhi,2015-09-06,61.69,168.63,16.71,41.56,23.17,1.19,49.32,174.0,Moderate
Delhi,2018-05-05,74.82,196.76,11.85,55.93,44.85,1.74,59.48,174.0,Moderate
Delhi,2016-08-20,48.57,90.68,8.56,41.77,26.51,1.59,59.67,174.0,Moderate
Delhi,2017-03-13,74.58,182.79,19.33,11.86,21.02,0.24,34.2,174.0,Moderate
Delhi,2015-12-15,88.3,232.80922877846785,14.88,63.37,34.31,1.86,25.23,174.0,Moderate
Delhi,2019-05-04,77.96,196.87,18.19,54.6,30.39,1.26,46.34,182.0,Moderate
Delhi,2019-06-05,73.35,208.72,15.82,36.36,35.7,1.29,59.78,190.0,Moderate
Delhi,2016-05-24,57.35,103.26,13.46,53.77,36.69,0.89,75.38,190.0,Moderate
Delhi,2019-03-11,82.17,205.43,18.44,53.94,30.69,1.24,42.09,190.0,Moderate
Delhi,2016-06-30,69.65,103.25,9.43,39.9,31.42,2.39,51.31,190.0,Moderate
Delhi,2017-03-04,82.32,196.84,22.03,44.96,39.3,0.57,27.77,190.0,Moderate
Delhi,2019-03-17,93.61,184.01,19.96,50.26,30.56,1.07,42.0,198.0,Moderate
Delhi,2015-08-15,51.4,91.81,10.53,157.69,33.42,0.94,44.93,198.0,Moderate
Delhi,2019-02-28,96.38,180.46,16.98,60.89,31.23,1.25,35.95,198.0,Moderate
Delhi,2020-03-22,78.61,134.46,16.63,30.31,32.61,0.92,47.67,198.0,Moderate
Delhi,2015-07-12,32.29,34.16,7.15,117.79,48.01,1.27,40.41,198.0,Moderate
Delhi,2019-03-31,58.96,177.53,18.9,35.27,32.06,0.94,48.72,198.0,Moderate
Delhi,2019-04-16,59.08,186.75,12.59,35.08,30.98,1.1,47.49,206.0,Poor
Delhi,2017-03-03,67.83,181.19,19.69,41.38,41.85,0.57,32.02,206.0,Poor
Delhi,2018-10-04,97.4,235.14,14.42,59.34,37.79,1.34,45.63,206.0,Poor
Delhi,2019-05-21,77.78,194.58,20.15,44.25,32.12,1.21,55.06,206.0,Poor
Delhi,2016-03-29,89.75,156.89,42.34,62.06,29.91,1.28,67.87,206.0,Poor
Delhi,2016-06-20,83.1,84.18,11.24,47.72,34.93,2.11,52.76,206.0,Poor
Delhi,2015-06-13,73.7,158.24,5.34,64.56,41.36,1.36,53.02,214.0,Poor
Delhi,2015-08-06,65.47,126.56,10.73,205.02,37.79,1.17,60.57,214.0,Poor
Delhi,2020-02-28,83.48,161.36,11.55,26.32,41.44,0.97,41.53,214.0,Poor
Delhi,2016-03-05,53.0,129.37,19.05,48.15,31.6,0.73,84.88,214.0,Poor
Delhi,2019-03-01,93.83,181.26,15.81,60.61,30.2,1.17,37.75,222.0,Poor
Delhi,2019-06-02,73.36,219.79,14.15,26.31,48.12,1.07,60.84,222.0,Poor
Delhi,2020-05-18,101.02,192.68,22.11,29.28,28.97,1.12,53.55,222.0,Poor
Delhi,2015-09-10,60.29,184.78,11.53,59.79,24.07,1.06,68.49,230.0,Poor
Delhi,2016-03-08,84.42,134.81,26.24,61.04,40.96,1.07,61.83,230.0,Poor
Delhi,2015-10-01,85.7,205.18,11.42,74.28,22.52,1.49,60.57,230.0,Poor
Delhi,2019-06-10,74.48,233.49,15.19,76.01,36.64,1.63,55.95,230.0,Poor
Delhi,2015-09-09,58.48,195.05,11.57,55.36,22.77,1.02,68.21,238.0,Poor
Delhi,2018-03-29,95.98,217.49,16.53,49.23,37.18,1.01,57.43,238.0,Poor
Delhi,2018-11-04,97.27,179.85,15.01,30.79,36.62,1.0,51.96,238.0,Poor
Delhi,2017-02-23,182.29,158.96,13.77,34.91,38.51,0.27,44.58,238.0,Poor
Delhi,2017-05-24,107.37,252.35,42.21,21.67,42.37,0.47,39.1,238.0,Poor
Delhi,2015-03-10,86.7,150.92,3.84,25.78,18.88,7.98,25.87,238.0,Poor
Delhi,2020-05-19,106.63,208.65,20.41,38.49,30.58,1.31,57.05,238.0,Poor
Delhi,2017-10-13,137.42,207.87,9.36,14.41,45.28,0.33,37.98,246.0,Poor
Delhi,2016-05-20,70.86,186.97,12.82,55.3,57.83,1.07,77.8,246.0,Poor
Delhi,2018-03-27,111.26,256.4,18.5,76.0,37.92,1.52,49.55,246.0,Poor
Delhi,2015-04-17,65.78,180.67,14.34,55.98,30.04,7.38,54.47,246.0,Poor
Delhi,2016-06-07,66.72,152.18,15.9,52.2,33.33,1.77,82.33,246.0,Poor
Delhi,2016-05-08,90.19,208.75,25.25,59.4,45.99,1.1,81.61,246.0,Poor
Delhi,2019-04-22,110.16,255.31,29.31,74.42,36.99,1.87,56.24,246.0,Poor
Delhi,2020-02-02,120.86,200.9,10.32,54.17,36.46,1.2,29.69,254.0,Poor
Delhi,2020-02-16,132.63,237.81,19.61,70.95,38.77,1.38,40.01,254.0,Poor
Delhi,2017-03-18,96.39,267.96,22.29,25.98,33.5,0.6,33.42,254.0,Poor
Delhi,2019-10-21,115.16,235.0,11.11,55.42,31.9,1.3,36.8,254.0,Poor
Delhi,2015-01-23,128.73,136.07,6.77,29.46,39.98,8.74,10.91,254.0,Poor
Delhi,2018-05-18,96.96,241.99,13.97,63.16,54.12,1.07,58.67,254.0,Poor
Delhi,2017-04-25,96.07,287.92,39.9,44.02,31.0,0.63,50.43,254.0,Poor
Delhi,2015-08-07,64.58,154.92,10.22,202.11,39.64,1.75,68.17,254.0,Poor
Delhi,2015-03-30,44.19,57.0,7.75,19.91,28.77,9.58,26.81,268.0,Poor
Delhi,2017-10-09,107.63,173.87,23.51,17.82,50.93,0.24,31.11,268.0,Poor
Delhi,2018-10-05,121.12,270.61,17.27,83.28,42.52,1.62,44.88,268.0,Poor
Delhi,2015-07-16,77.2,244.69,10.29,102.35,31.83,1.02,72.44,268.0,Poor
Delhi,2015-06-03,65.28,137.7,6.31,91.72,54.47,4.98,41.92,268.0,Poor
Delhi,2018-05-27,97.37,314.96,11.59,57.05,35.05,1.1,56.75,268.0,Poor
Delhi,2019-11-26,114.27,225.78,17.65,73.89,37.04,1.41,39.21,284.0,Poor
Delhi,2019-04-08,81.3,280.23,15.1,47.31,41.0,1.06,51.32,284.0,Poor
Delhi,2019-04-05,125.44,281.53,28.67,90.76,41.23,1.96,57.0,284.0,Poor
Delhi,2018-02-04,133.8,252.13,13.2,56.52,45.13,1.3,52.23,284.0,Poor
Delhi,2018-02-18,127.27,234.67,12.17,67.43,45.32,1.36,45.75,284.0,Poor
Delhi,2016-06-24,100.02,331.1,9.03,60.69,33.1,2.02,101.3,284.0,Poor
Delhi,2016-09-21,89.62,131.06,17.12,59.15,29.75,0.89,144.45,284.0,Poor
Delhi,2018-01-27,155.2,271.1,7.94,60.99,46.22,1.4,56.12,284.0,Poor
